OBJECTID,OBJECTID__,admin0Name,admin0Pcod,admin1Name,admin1Pcod,admin2Name,admin2Pcod,admin3Name,admin3Pcod,admin4Name,admin4Pcod,LocationName,Location_Pcode,location_type,LastUpdate,Latitude_y,Longitude_x
1,983,Syrian Arab Republic,SY,Idleb,SY07,Ariha,SY0705,Ariha,SY070500,Al Kfeer,C8380,Al Kfeer,C8380,Community,13/04/2020,35.83989100000,36.50022500000
2,984,Syrian Arab Republic,SY,Idleb,SY07,Ariha,SY0705,Ariha,SY070500,Al Maljaa,C8381,Al Maljaa,C8381,Community,13/04/2020,35.77609800000,36.60276000000
3,985,Syrian Arab Republic,SY,Idleb,SY07,Ariha,SY0705,Ariha,SY070500,Segata,C8382,Segata,C8382,Community,13/04/2020,35.73015500000,36.64850600000
4,986,Syrian Arab Republic,SY,Idleb,SY07,Ariha,SY0705,Mhambal,SY070502,Al qonfud,C8383,Al qonfud,C8383,Community,13/04/2020,35.79892200000,36.41730700000
5,987,Syrian Arab Republic,SY,Idleb,SY07,Ariha,SY0705,Mhambal,SY070502,Hila Dam,C8384,Hila Dam,C8384,Community,13/04/2020,35.85239600000,36.49553300000
6,988,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Al Sheakh Ibrahim,C8385,Al Sheakh Ibrahim,C8385,Community,13/04/2020,35.87375300000,36.39301700000
7,989,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Al Enabiat,C8386,Al Enabiat,C8386,Community,13/04/2020,35.88531200000,36.37824000000
8,990,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Al Marj Al Akhdar,C8387,Al Marj Al Akhdar,C8387,Community,13/04/2020,35.77734700000,36.30254000000
9,991,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,eyn albarda,C8388,eyn albarda,C8388,Community,13/04/2020,35.81709700000,36.33811300000
10,992,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Mazraet Al Baseel,C8389,Mazraet Al Baseel,C8389,Community,13/04/2020,35.79233500000,36.32751900000
11,993,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Mazraet al hammam,C8390,Mazraet al hammam,C8390,Community,13/04/2020,35.81632200000,36.41295700000
12,994,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Mazraet Al Haj Hammoud,C8391,Mazraet Al Haj Hammoud,C8391,Community,13/04/2020,35.83805700000,36.30984500000
13,995,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Mazraet Qatroun,C8392,Mazraet Qatroun,C8392,Community,13/04/2020,35.83008800000,36.30362500000
14,996,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Shekhep,C8393,Shekhep,C8393,Community,13/04/2020,35.84751700000,36.24203000000
15,997,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Mashta Al Ateq,C8394,Mashta Al Ateq,C8394,Community,13/04/2020,35.88329900000,36.36403700000
16,998,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Badama,SY070401,Badriyeh,C8395,Badriyeh (Badama),C8395,Community,13/04/2020,35.83708200000,36.19822000000
17,999,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Badama,SY070401,al Swedeh,C8396,al Swedeh,C8396,Community,13/04/2020,35.77010000000,36.21983000000
18,1000,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Badama,SY070401,Badama Al Sagheera,C8398,Badama Al Sagheera,C8398,Community,13/04/2020,35.81931000000,36.21353000000
19,1001,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Badama,SY070401,Bstan Al Harah,C8399,Bstan Al Harah,C8399,Community,13/04/2020,35.90261800000,36.18495900000
20,1002,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Badama,SY070401,Ain Al Hour,C8401,Ain Al Hour,C8401,Community,13/04/2020,35.83772600000,36.18339500000
21,1003,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Badama,SY070401,Ain Qwaq,C8402,Ain Qwaq,C8402,Community,13/04/2020,35.90826000000,36.17951100000
22,1004,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Badama,SY070401,Mazraet Bait Soufat,C8403,Mazraet Bait Soufat,C8403,Community,13/04/2020,35.91545600000,36.18567400000
23,1005,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Darkosh,SY070402,Al Tanareh,C8404,Al Tanareh,C8404,Community,13/04/2020,35.95454800000,36.43609200000
24,1006,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Darkosh,SY070402,Al Dwessat,C8405,Al Dwessat,C8405,Community,13/04/2020,35.98858800000,36.37917500000
25,1007,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Darkosh,SY070402,Al Rasem,C8406,Al Rasem (Darkosh),C8406,Community,13/04/2020,35.90805300000,36.42015500000
26,1008,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Darkosh,SY070402,Al Msherfeh,C8407,Al Msherfeh,C8407,Community,13/04/2020,35.92946100000,36.42695900000
27,1009,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Darkosh,SY070402,al Mansourah,C8408,al Mansourah,C8408,Community,13/04/2020,35.96395800000,36.42374000000
28,1010,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Darkosh,SY070402,Tebat Alesm,C8409,Tebat Alesm,C8409,Community,13/04/2020,35.92154500000,36.42714700000
29,1011,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Darkosh,SY070402,Mearana,C8410,Mearana,C8410,Community,13/04/2020,36.02773700000,36.41813600000
30,1012,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Darkosh,SY070402,Magaret al Beda,C8411,Magaret al Beda,C8411,Community,13/04/2020,35.97685800000,36.42790400000
31,1013,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Janudiyeh,SY070403,Al Shaqeh,C8412,Al Shaqeh,C8412,Community,13/04/2020,35.90305000000,36.30520000000
32,1014,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Janudiyeh,SY070403,Said Swoed Upper,C8415,Said Swoed Upper,C8415,Community,13/04/2020,35.95172300000,36.30082300000
33,1015,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Janudiyeh,SY070403,Said Swoed Lower,C8416,Said Swoed Lower,C8416,Community,13/04/2020,35.96420600000,36.31208600000
34,1016,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Janudiyeh,SY070403,Mazraet Al Qadereh,C8418,Mazraet Al Qadereh,C8418,Community,13/04/2020,35.89238600000,36.31913200000
35,1017,Syrian Arab Republic,SY,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Janudiyeh,SY070403,Mazraet Haj Khalil,C8419,Mazraet Haj Khalil,C8419,Community,13/04/2020,35.89599600000,36.30405300000
36,1018,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Dana,SY070301,Al Khaldieh,C8420,Al Khaldieh,C8420,Community,13/04/2020,36.24817600000,36.71616200000
37,1019,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Dana,SY070301,Gelah,C8421,Gelah,C8421,Community,13/04/2020,36.33459800000,36.74852100000
38,1020,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Salqin,SY070302,Ashrafia/Madlousah,C8423,Ashrafia/Madlousah,C8423,Community,13/04/2020,36.20809500000,36.39749900000
39,1021,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Salqin,SY070302,Al Balat,C8424,Al Balat,C8424,Community,13/04/2020,36.03638800000,36.42943100000
40,1022,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Salqin,SY070302,Qamshleih,C8425,Qamshleih,C8425,Community,13/04/2020,36.20263000000,36.41242800000
41,1023,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Salqin,SY070302,Al Magarah,C8426,Al Magarah,C8426,Community,13/04/2020,36.16892100000,36.40431800000
42,1024,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Salqin,SY070302,Magaret Hory,C8427,Magaret Hory,C8427,Community,13/04/2020,36.03226300000,36.42039500000
43,1025,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Qourqeena,SY070304,Al Marzooq,C8428,Al Marzooq,C8428,Community,13/04/2020,36.22664900000,36.57020000000
44,1026,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Qourqeena,SY070304,Khirbet Hassan,C8429,Khirbet Hassan,C8429,Community,13/04/2020,36.19043000000,36.61771600000
45,1027,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Armanaz,SY070305,Tal Al dweer,C8431,Tal Al dweer,C8431,Community,13/04/2020,36.04073500000,36.52848400000
46,1028,Syrian Arab Republic,SY,Idleb,SY07,Harim,SY0703,Armanaz,SY070305,Al Wastania,C8432,Al Wastania,C8432,Community,13/04/2020,35.94752200000,36.44918200000
47,1029,Syrian Arab Republic,SY,Idleb,SY07,Idleb,SY0700,Saraqab,SY070003,Al Dahereh,C8433,Al Dahereh,C8433,Community,13/04/2020,35.92827700000,36.86777700000
48,1030,Syrian Arab Republic,SY,Idleb,SY07,Idleb,SY0700,Saraqab,SY070003,Gamhaneh,C8434,Gamhaneh,C8434,Community,13/04/2020,35.77460500000,36.80058300000
49,1031,Syrian Arab Republic,SY,Idleb,SY07,Idleb,SY0700,Maaret Tamsrin,SY070005,Maarbouneh,C8435,Maarbouneh,C8435,Community,13/04/2020,36.05804700000,36.62293600000
50,1032,Syrian Arab Republic,SY,Idleb,SY07,Idleb,SY0700,Maaret Tamsrin,SY070005,As-Sanmah,C8436,As-Sanmah,C8436,Community,13/04/2020,35.99916700000,36.62484900000
51,1033,Syrian Arab Republic,SY,Idleb,SY07,Idleb,SY0700,Maaret Tamsrin,SY070005,Arshin,C8437,Arshin,C8437,Community,13/04/2020,36.06954200000,36.61400000000
52,1034,Syrian Arab Republic,SY,Idleb,SY07,Idleb,SY0700,Maaret Tamsrin,SY070005,Bir Al Tayeb,C8438,Bir Al Tayeb,C8438,Community,13/04/2020,36.00979200000,36.56988700000
53,1035,Syrian Arab Republic,SY,Idleb,SY07,Idleb,SY0700,Sarmin,SY070006,Al Salheeh,C8439,Al Salheeh,C8439,Community,13/04/2020,35.90275000000,36.77773700000
54,1036,Syrian Arab Republic,SY,Idleb,SY07,Idleb,SY0700,Sarmin,SY070006,Maaret Alia,C8440,Maaret Alia,C8440,Community,13/04/2020,35.88540800000,36.75368500000
55,1037,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Ma'arrat An Nu'man,SY070200,Al Swamee,C8441,Al Swamee,C8441,Community,13/04/2020,35.70741300000,36.75924400000
56,1038,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Sanjar,SY070202,Umm Al Halahel,C8442,Umm Al Halahel,C8442,Community,13/04/2020,35.57526500000,36.96242000000
57,1039,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Sanjar,SY070202,Um Khshoof,C8443,Um Khshoof,C8443,Community,13/04/2020,35.56834500000,37.13638900000
58,1040,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Sanjar,SY070202,Um Muelatt Al Shamalih,C8444,Um Muelatt Al Shamalih,C8444,Community,13/04/2020,35.66847700000,36.99612100000
59,1041,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Kafr Nobol,SY070203,Al Zenkar,C8445,Al Zenkar,C8445,Community,13/04/2020,35.54800700000,36.43031500000
60,1042,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Kafr Nobol,SY070203,Hassaneh,C8446,Hassaneh,C8446,Community,13/04/2020,35.54298800000,36.48772200000
61,1043,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Kafr Nobol,SY070203,Derouna,C8447,Derouna,C8447,Community,13/04/2020,35.55017400000,36.40273900000
62,1044,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Kafr Nobol,SY070203,Stouh Al Daeer,C8448,Stouh Al Daeer,C8448,Community,13/04/2020,35.49151200000,36.49892100000
63,1045,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Kafr Nobol,SY070203,Maeer Tamouhes,C8449,Maeer Tamouhes,C8449,Community,13/04/2020,35.63160300000,36.52151500000
64,1046,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Kafr Nobol,SY070203,Fatatra,C8450,Fatatra,C8450,Community,13/04/2020,35.58939200000,36.40484400000
65,1047,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Tamanaah,SY070204,Al Tadammon,C8451,Al Tadammon,C8451,Community,13/04/2020,35.49042800000,36.77804100000
66,1048,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Tamanaah,SY070204,Tall Kharneeh,C8452,Tall Kharneeh,C8452,Community,13/04/2020,35.54776800000,36.91947400000
67,1049,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Heish,SY070205,Al Hadeetheh,C8453,Al Hadeetheh,C8453,Community,13/04/2020,35.57006300000,36.71158300000
68,1050,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Heish,SY070205,Al Saleheh,C8454,Al Saleheh (Heish),C8454,Community,13/04/2020,35.54855400000,36.68494800000
69,1051,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Heish,SY070205,Jubala Al Sharqeeh,C8455,Jubala Al Sharqeeh,C8455,Community,13/04/2020,35.50951200000,36.64688500000
70,1052,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Heish,SY070205,Kafer Mazda,C8456,Kafer Mazda,C8456,Community,13/04/2020,35.51616700000,36.62958500000
71,1053,Syrian Arab Republic,SY,Idleb,SY07,Al Ma'ra,SY0702,Heish,SY070205,Mazraet Ghanoum,C8457,Mazraet Ghanoum,C8457,Community,13/04/2020,35.56061800000,36.67067100000
72,1054,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Quamishli,SY080200,Na'matia,C8458,Na'matia,C8458,Community,13/04/2020,37.05011100000,41.32102500000
73,1055,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Quamishli,SY080200,Tell Sattih,C8459,Tell Sattih,C8459,Community,13/04/2020,36.86775000000,41.25171000000
74,1056,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Quamishli,SY080200,Jilbarat Fawqani,C8460,Jilbarat Fawqani,C8460,Community,13/04/2020,36.88334000000,41.22334000000
75,1057,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Quamishli,SY080200,Tall Dahab,C8461,Tall Dahab,C8461,Community,13/04/2020,36.86746000000,41.15217000000
76,1058,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Quamishli,SY080200,Barku Tahtani,C8462,Barku Tahtani,C8462,Community,13/04/2020,36.88514000000,41.11666000000
77,1059,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Quamishli,SY080200,Al-Bajariyah,C8463,Al-Bajariyah,C8463,Community,13/04/2020,36.95463000000,41.29110000000
78,1060,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Quamishli,SY080200,Khirbet Jammo,C8464,Khirbet Jammo (Quamishli),C8464,Community,13/04/2020,36.92357000000,41.23283000000
79,1061,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Quamishli,SY080200,Tall Muhammad,C8465,Tall Muhammad,C8465,Community,13/04/2020,36.91353000000,41.17944000000
80,1062,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Quamishli,SY080200,Ash Shammasiyah,C8466,Ash Shammasiyah,C8466,Community,13/04/2020,36.85476000000,41.20498000000
81,1063,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Khirbet Noura,C8467,Khirbet Noura,C8467,Community,13/04/2020,36.68402000000,41.39925000000
82,1064,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Khirbat al Naqa,C8468,Khirbat al Naqa,C8468,Community,13/04/2020,36.67498000000,41.32977000000
83,1065,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Mujadarah,C8469,Mujadarah,C8469,Community,13/04/2020,36.68145000000,41.34131000000
84,1066,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Al-Hamaniyat,C8470,Al-Hamaniyat,C8470,Community,13/04/2020,36.73066000000,41.27371000000
85,1067,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Tal al-Lahm,C8471,Tal al-Lahm,C8471,Community,13/04/2020,36.74648000000,41.22535000000
86,1068,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Tal Barda,C8472,Tal Barda,C8472,Community,13/04/2020,36.76168000000,41.24543000000
87,1069,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Idrisiyat,C8473,Idrisiyat,C8473,Community,13/04/2020,36.76545000000,41.28077000000
88,1070,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Henoa,C8474,Henoa,C8474,Community,13/04/2020,36.73581000000,41.40147000000
89,1071,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Salihiyat Harb,C8475,Salihiyat Harb,C8475,Community,13/04/2020,36.76807000000,41.33533000000
90,1072,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Hulwah,C8476,Hulwah,C8476,Community,13/04/2020,36.78049000000,41.34361000000
91,1073,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Tuwayyil,C8477,Tuwayyil,C8477,Community,13/04/2020,36.89058000000,41.29770000000
92,1074,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Kubaybah,C8478,Kubaybah,C8478,Community,13/04/2020,36.89479000000,41.38606000000
93,1075,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Arzana,C8479,Arzana,C8479,Community,13/04/2020,36.88711000000,41.46531000000
94,1076,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Khirbet Al-Dib,C8480,Khirbet Al-Dib,C8480,Community,13/04/2020,36.74028000000,41.46587000000
95,1077,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Sultan Tulul,C8481,Sultan Tulul,C8481,Community,13/04/2020,36.69081000000,41.58131000000
96,1078,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Western Granada,C8482,Western Granada,C8482,Community,13/04/2020,36.60677000000,41.52026000000
97,1079,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Qartaba  Gharbiyah,C8483,Qartaba Gharbiyah,C8483,Community,13/04/2020,36.60441000000,41.58268000000
98,1080,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Tal Hmis,SY080201,Rabiah,C8484,Rabiah (Tal Hmis),C8484,Community,13/04/2020,36.55116000000,41.47577000000
99,1081,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Topz,C8486,Topz,C8486,Community,13/04/2020,37.03530000000,41.03960000000
100,1082,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Guzelik,C8487,Guzelik,C8487,Community,13/04/2020,37.08093000000,40.99034000000
101,1083,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Qolyeh,C8488,Qolyeh,C8488,Community,13/04/2020,36.96810000000,40.77699000000
102,1084,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Kherbet Azee,C8489,Kherbet Azee,C8489,Community,13/04/2020,37.01826000000,40.77719000000
103,1085,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Hasu Asu,C8490,Hasu Asu,C8490,Community,13/04/2020,36.80632000000,40.80555000000
104,1086,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Girke Daquriyah,C8491,Girke Daquriyah,C8491,Community,13/04/2020,36.83437000000,40.83403000000
105,1087,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Shulama Tahtani,C8492,Shulama Tahtani,C8492,Community,13/04/2020,36.82244000000,40.78834000000
106,1088,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Salandar,C8493,Salandar,C8493,Community,13/04/2020,36.86264000000,40.80245000000
107,1089,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Tall Cholma Foqani,C8494,Tall Cholma Foqani,C8494,Community,13/04/2020,36.88034000000,40.74137000000
108,1090,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Kuwaytah,C8495,Kuwaytah,C8495,Community,13/04/2020,36.85777000000,40.86638000000
109,1091,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Gir Meyir,C8496,Gir Meyir,C8496,Community,13/04/2020,36.87082000000,40.85594000000
110,1092,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Haram-Rash,C8497,Haram-Rash,C8497,Community,13/04/2020,36.89140000000,40.86280000000
111,1093,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Tall Hisar,C8498,Tall Hisar,C8498,Community,13/04/2020,36.93891000000,40.88254000000
112,1094,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Tobo,C8499,Tobo,C8499,Community,13/04/2020,36.97568000000,40.82355000000
113,1095,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Tall Shaykh Kanni,C8500,Tall Shaykh Kanni,C8500,Community,13/04/2020,36.98401000000,40.86214000000
114,1096,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Bakmazlu,C8501,Bakmazlu,C8501,Community,13/04/2020,37.05011000000,40.79766000000
115,1097,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Eyn Qerd,C8502,Eyn Qerd,C8502,Community,13/04/2020,37.10201000000,40.77573000000
116,1098,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,KhorzehAl-Tahtaniyah,C8503,KhorzehAl-Tahtaniyah,C8503,Community,13/04/2020,37.10873000000,40.81213000000
117,1099,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Semetik,C8504,Semetik,C8504,Community,13/04/2020,37.01835000000,40.97641000000
118,1100,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Kutiyan,C8505,Kutiyan,C8505,Community,13/04/2020,36.98497000000,41.04559000000
119,1101,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Muhayrikah,C8506,Muhayrikah,C8506,Community,13/04/2020,36.92761000000,40.94973000000
120,1102,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Selman Beg,C8507,Selman Beg,C8507,Community,13/04/2020,36.92073000000,40.92048000000
121,1103,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Khirbat Jihash,C8508,Khirbat Jihash (Amuda),C8508,Community,13/04/2020,36.85064000000,41.07500000000
122,1104,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Kabaka,C8509,Kabaka,C8509,Community,13/04/2020,36.80702000000,40.96849000000
123,1105,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Kharbit Ghazal,C8510,Kharbit Ghazal,C8510,Community,13/04/2020,36.83938000000,40.97754000000
124,1106,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Saysadah Foqani,C8511,Saysadah Foqani,C8511,Community,13/04/2020,36.79093000000,40.90765000000
125,1107,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Dawidye,C8512,Dawidye,C8512,Community,13/04/2020,36.84319000000,40.93273000000
126,1108,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Amuda,SY080202,Semetik Foqani,C8513,Semetik Foqani,C8513,Community,13/04/2020,37.03512000000,40.98378000000
127,1109,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Qahtaniyyeh,SY080203,Al-Dakshuriyah,C8514,Al-Dakshuriyah,C8514,Community,13/04/2020,37.03933000000,41.38915000000
128,1110,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Qahtaniyyeh,SY080203,Hulwah Ghammr,C8515,Hulwah Ghammr,C8515,Community,13/04/2020,37.03133000000,41.45799000000
129,1111,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Qahtaniyyeh,SY080203,Al aresha,C8516,Al aresha,C8516,Community,13/04/2020,37.07758000000,41.65276000000
130,1112,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Qahtaniyyeh,SY080203,Nsrran,C8517,Nsrran,C8517,Community,13/04/2020,37.01278000000,41.48993000000
131,1113,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Qahtaniyyeh,SY080203,Khazneh Sgherah,C8518,Khazneh Sgherah,C8518,Community,13/04/2020,37.00922000000,41.39547000000
132,1114,Syrian Arab Republic,SY,Al-Hasakeh,SY08,Quamishli,SY0802,Qahtaniyyeh,SY080203,Khrejka,C8519,Khrejka,C8519,Community,13/04/2020,36.99230000000,41.42059000000
